,Unnamed: 0.1,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules,formality label,formality score,genre label,genre score
14,14,17,botsin.space,"Do not use bots to abuse other people. Punch up, not down
",do not use bots to abuse other people punch up not down,English,do not use bots to abuse other people punch up not down,informal,0.9785686135292053,Other,Other
15,15,18,botsin.space,"Respect the standards of the fediverse. If a human would likely add CW to a post, a bot should also add a CW.",respect the standards of the fediverse if a human would likely add cw to a post a bot should also add a cw,English,respect the standards of the fediverse if a human would likely add cw to a post a bot should also add a cw,informal,0.9828705191612244,Forum,Forum
16,16,19,botsin.space,"Your signup request must include the magic word!

The magic word is.... spreadsheet",your signup request must include the magic word the magic word is spreadsheet,English,your signup request must include the magic word the magic word is spreadsheet,informal,0.9607928991317749,Instruction,Instruction
17,17,20,botsin.space,"No mirrors of someone else's Twitter accounts. If they want to be here, they can create their own account.

",no mirrors of someone elses twitter accounts if they want to be here they can create their own account,English,no mirrors of someone elses twitter accounts if they want to be here they can create their own account,informal,0.9970453381538391,Forum,Forum
18,18,21,botsin.space,"No interactions with people who don't opt in to the interaction. If you mention another user, they must either follow the bot, or they must've started the interaction themselves.
",no interactions with people who dont opt in to the interaction if you mention another user they must either follow the bot or they mustve started the interaction themselves,English,no interactions with people who dont opt in to the interaction if you mention another user they must either follow the bot or they mustve started the interaction themselves,informal,0.9506240487098694,Forum,Forum
19,19,22,botsin.space,"No bots that use ChatGPT, OpenAI or the other big GPT systems. If you're running your own LLM, that's ok. If you think you have a special use case to use a GPT system, feel free to ask if you can make a bot here, but chances are the answer will be no.",no bots that use chatgpt openai or the other big gpt systems if youre running your own llm thats ok if you think you have a special use case to use a gpt system feel free to ask if you can make a bot here but chances are the answer will be no,English,no bots that use chatgpt openai or the other big gpt systems if youre running your own llm thats ok if you think you have a special use case to use a gpt system feel free to ask if you can make a bot here but chances are the answer will be no,informal,0.9970836043357849,Forum,Forum
20,20,23,mastodon.top,"Respectez les autres utilisateurs
",respectez les autres utilisateurs,non-Englsih,Respect other users,formal,0.9679311513900757,Legal,Legal
21,21,24,mastodon.top,"Ne pas spammer (Bots limités à 1 publication par heure)
",ne pas spammer bots limités à 1 publication par heure,non-Englsih,Do not spam boots limited to 1 publication per hour,formal,0.7764341235160828,Instruction,Instruction
22,22,25,mastodon.top,"Pas de racisme, de xénophobie, de sexisme, de discrimination…
",pas de racisme de xénophobie de sexisme de discrimination,non-Englsih,No xenophobia racism of discrimination sexism,informal,0.9649743437767029,Information/Explanation,Information/Explanation
23,23,26,mastodon.top,"Merci de ne pas publier de contenu illégal (sauf les torrents)
",merci de ne pas publier de contenu illégal sauf les torrents,non-Englsih,Please do not publish illegal content except the torrents,formal,0.9709102511405945,Instruction,Instruction
24,24,27,mastodon.top,"Pour le contenu NSFW, utilisez l'avertissement de contenu ou le filtre NSFW.
",pour le contenu nsfw utilisez lavertissement de contenu ou le filtre nsfw,non-Englsih,For NSFW content use the content warning or the NSFW filter,informal,0.8248186111450195,Instruction,Instruction
25,25,28,mastodon.top,"Utiliser l'avertissement de contenu pour les spoilers
",utiliser lavertissement de contenu pour les spoilers,non-Englsih,Use content washing for spoilers,formal,0.6828424334526062,Instruction,Instruction
26,26,29,mastodon.top,Ne partagez pas intentionnellement des informations fausses ou trompeuses,ne partagez pas intentionnellement des informations fausses ou trompeuses,non-Englsih,Do not intentionally share false or misleading information,formal,0.9964014291763306,Instruction,Instruction
27,27,30,mastodon.top,"Est interdit toute tentative de retournement d’une oppression systémique. Par exemple : « racisme anti-blanc », « sexisme anti-homme », « hétérophobie », « cisphobie ».",est interdit toute tentative de retournement dune oppression systémique par exemple racisme antiblanc sexisme antihomme hétérophobie cisphobie,non-Englsih,"is prohibited any attempt to reverser systemic oppression, for example antiblanc racism anti -hasty sexism cisphobia heterophobia",informal,0.827285885810852,Information/Explanation,Information/Explanation
28,28,31,mastodon.top,Ajoutez une description avec vos signalements et ne signalez pas abusivement d'autres comptes.,ajoutez une description avec vos signalements et ne signalez pas abusivement dautres comptes,non-Englsih,Add a description with your reports and do not inform other accounts,formal,0.9982877373695374,Instruction,Instruction
29,29,56,mamot.fr,"Conformément aux lois françaises et à la jurisprudence, les contenus pédopornographiques, y compris sous forme dessinée, sont illégaux et seront supprimés, et les comptes concernés bloqués (si distants) ou supprimés (si local).",conformément aux lois françaises et à la jurisprudence les contenus pédopornographiques y compris sous forme dessinée sont illégaux et seront supprimés et les comptes concernés bloqués si distants ou supprimés si local,non-Englsih,"In accordance with French laws and jurisprudence, child pornographic content including in drawn form are illegal and will be deleted and the accounts concerned blocked if distant or deleted if local",formal,0.9986673593521118,Legal,Legal
30,30,57,mamot.fr,"Les contenus pornographiques ou visiblement violents doivent être marqués avec le drapeau ""sensible / sensitive"". Les comptes ne respectant pas cette règle seront rendus invisibles aux flux locaux et fédérés. ",les contenus pornographiques ou visiblement violents doivent être marqués avec le drapeau sensible sensitive les comptes ne respectant pas cette règle seront rendus invisibles aux flux locaux et fédérés,non-Englsih,Pornographic or visibly violent contents must be marked with the sensitive sensitive flag The accounts that do not respect this rule will be made invisible to local and federated flows,formal,0.998670220375061,Legal,Legal
31,31,58,mamot.fr,"La publicité, sous forme répétée et/ou intrusive (faisant mention d'autres utilisateur·ices), n'est pas acceptée. Les comptes concernés seront rendus invisibles aux flux locaux et fédérés, ou supprimés, selon la gravité de la situation. ",la publicité sous forme répétée etou intrusive faisant mention dautres utilisateurices nest pas acceptée les comptes concernés seront rendus invisibles aux flux locaux et fédérés ou supprimés selon la gravité de la situation,non-Englsih,"Advertising in repeated form, an intrusive and mentioning other user users, is not accepted the accounts concerned will be made invisible to local flows and federated or deleted according to the seriousness of the situation",formal,0.9986428618431091,Legal,Legal
32,32,59,mamot.fr,"Approchez les personnes avec précaution et politesse. Si une personne vous demande d'arrêter de la mentionner ou qu'elle exprime ne plus vouloir participer à une discussion, arrêtez immédiatement. ",approchez les personnes avec précaution et politesse si une personne vous demande darrêter de la mentionner ou quelle exprime ne plus vouloir participer à une discussion arrêtez immédiatement,non-Englsih,Approach people carefully and polite if a person asks you to mention it or what expresses that you no longer want to participate in a discussion immediately stop,formal,0.9986649751663208,Instruction,Instruction
33,33,60,mamot.fr,"Sont interdits les propos, images ou vidéos racistes, sexistes, homophobes ou transphobes.",sont interdits les propos images ou vidéos racistes sexistes homophobes ou transphobes,non-Englsih,are prohibited the words or sexist racist videos or homophobic or transphobic sexist,informal,0.9844716191291809,Legal,Legal
34,34,61,mamot.fr,Sont interdits les avances ou propositions à caractères sexuels non-sollicitées.,sont interdits les avances ou propositions à caractères sexuels nonsollicitées,non-Englsih,are prohibited the advances or proposals of undressed sexual figure,formal,0.8368785977363586,Legal,Legal
35,35,62,mamot.fr,"Sont interdit toute conduite, en public ou en privé, ayant pour but de traquer, harceler ou intimider d'autres personnes.",sont interdit toute conduite en public ou en privé ayant pour but de traquer harceler ou intimider dautres personnes,non-Englsih,Are prohibited any conduct in public or in private aiming to track down or intimidate other people,formal,0.9978446960449219,Legal,Legal
36,36,63,mamot.fr,"Il est interdit de rassembler, publier, disséminer les informations personnelles d'une autre personne sans son autorisation explicite.",il est interdit de rassembler publier disséminer les informations personnelles dune autre personne sans son autorisation explicite,non-Englsih,It is forbidden to bring together publishing the personal information of another person without his explicit authorization,formal,0.998611569404602,Legal,Legal
37,37,64,mamot.fr,"Il est interdit de poursuivre une conversation ou inciter une personne à poursuivre une interaction avec une personne ayant réclamé la cessation de ladite interaction peut être considéré comme du harcèlement, indépendamment de la confidentialité employée.",il est interdit de poursuivre une conversation ou inciter une personne à poursuivre une interaction avec une personne ayant réclamé la cessation de ladite interaction peut être considéré comme du harcèlement indépendamment de la confidentialité employée,non-Englsih,It is forbidden to continue a conversation or encourage a person to continue an interaction with a person who claimed the cessation of said interaction can be considered as harassment independently of the confidentiality used,formal,0.9986276626586914,Legal,Legal
38,38,65,mamot.fr,"Est interdit toute tentative de retournement d’une oppression systémique. Par exemple : « racisme anti-blanc », « sexisme anti-homme », « hétérophobie », « cisphobie ».",est interdit toute tentative de retournement dune oppression systémique par exemple racisme antiblanc sexisme antihomme hétérophobie cisphobie,non-Englsih,"is prohibited any attempt to reverser systemic oppression, for example antiblanc racism anti -hasty sexism cisphobia heterophobia",informal,0.827285885810852,Information/Explanation,Information/Explanation
39,39,66,mamot.fr,"Il est interdit publier ou diffuser intentionnellement des propos diffamatoires, calomnieux. Cela concerne aussi toute désinformation avec intention de tromper (le gorafi ou the onion sont donc autorisés).",il est interdit publier ou diffuser intentionnellement des propos diffamatoires calomnieux cela concerne aussi toute désinformation avec intention de tromper le gorafi ou the onion sont donc autorisés,non-Englsih,It is prohibited to intentionally publish or disseminate slanderous defamatory remarks This also concerns any disinformation with the intention of deceiving Gorafi or The Onion are therefore authorized,formal,0.9986563920974731,Legal,Legal
40,40,80,mastodon.fun,禁止毒品交易、儿童色情相关内容；禁止纯粹以发布广告为目的的账号；禁止传播盗版物；禁止发布疑似“传销拉人头”的信息；禁止利用本站发布诈骗信息；理性讨论，禁止言语蓄意引战或攻击他人；,禁止毒品交易儿童色情相关内容禁止纯粹以发布广告为目的的账号禁止传播盗版物禁止发布疑似传销拉人头的信息禁止利用本站发布诈骗信息理性讨论禁止言语蓄意引战或攻击他人,non-Englsih,Forbidden drug -related content related to drug trading for children's pornographic related accounts that are purely for the purpose of publishing advertisements to prohibit communication with the pirate version prohibiting the release of information on suspected MLM.,formal,0.9986312985420227,Information/Explanation,Information/Explanation
41,41,81,mastodon.fun,我们欢迎各种思想，各种性取向，各种倾向的理性言论的发表，但反对一切谩骂，特别是针对种族、性别及性取向的言语攻击，我们支持你发表倾向性的看法，比如对某个事件、某个事物、某个种类的情绪性表达，但请注意你的言辞是否会给特定人群造成严重不适，无论是LGBT、特定性别、特定种族~ 长毛象宇宙是许多联邦构成的，维护整个宇宙的环境是每个小象义不容辞的责任~,我们欢迎各种思想各种性取向各种倾向的理性言论的发表但反对一切谩骂特别是针对种族性别及性取向的言语攻击我们支持你发表倾向性的看法比如对某个事件某个事物某个种类的情绪性表达但请注意你的言辞是否会给特定人群造成严重不适无论是lgbt特定性别特定种族 长毛象宇宙是许多联邦构成的维护整个宇宙的环境是每个小象义不容辞的责任,non-Englsih,"We welcome the expressions of rational remarks of all kinds of ideas, various sexual orientation, and various tendencies, but oppose all abuses, especially those who attack racial gender and sexual orientation. Our views that support your tendency.The kind of emotional expression of the category, but please note whether your words will cause serious discomfort to specific people. Whether it is the LGBT specific gender -specific racial long hair elephant universe, the environment for maintaining the entire universe for many federals.",formal,0.99856036901474,Other,Other
42,42,82,queer.party,"Be gay, do crimes (responsibly).
Don't post or use this service for anything illegal in Scotland, Germany or the EU.",be gay do crimes responsibly dont post or use this service for anything illegal in scotland germany or the eu,English,be gay do crimes responsibly dont post or use this service for anything illegal in scotland germany or the eu,informal,0.9975720047950745,Other,Other
43,43,83,queer.party,"Punch nazis, trebuchet terfs.
Any posts or usage which contain nazi symbolism or ideology, or which contain ""gender-critical""/""just asking questions"" tripe will get you banned immediately and without recourse. Weird pizza toppings are ""unpopular opinions"", human rights are not.",punch nazis trebuchet terfs any posts or usage which contain nazi symbolism or ideology or which contain gendercriticaljust asking questions tripe will get you banned immediately and without recourse weird pizza toppings are unpopular opinions human rights are not,English,punch nazis trebuchet terfs any posts or usage which contain nazi symbolism or ideology or which contain gendercriticaljust asking questions tripe will get you banned immediately and without recourse weird pizza toppings are unpopular opinions human rights are not,informal,0.964401364326477,Other,Other
44,44,84,queer.party,"Be nice.
No racism, homophobia, transphobia, xenophobia, or any other form of discrimination. In absence of clarity, assume positive intent.",be nice no racism homophobia transphobia xenophobia or any other form of discrimination in absence of clarity assume positive intent,English,be nice no racism homophobia transphobia xenophobia or any other form of discrimination in absence of clarity assume positive intent,informal,0.9629579782485962,Information/Explanation,Information/Explanation
45,45,85,queer.party,"Don't ruin it.
queer.party is a freely-provided and unmonetised service. Don't abuse it, don't use it to abuse federated instances, don't try to break things.",dont ruin it queerparty is a freelyprovided and unmonetised service dont abuse it dont use it to abuse federated instances dont try to break things,English,dont ruin it queerparty is a freelyprovided and unmonetised service dont abuse it dont use it to abuse federated instances dont try to break things,informal,0.9971491694450378,Forum,Forum
46,46,86,queer.party,"Be considerate.
Respect others that use this service, and keep in mind that any public post you make might show up in the public timelines of this and other instances that federate with queer.party. Use content warnings, use NSFW tags, don't be a jerk about it.",be considerate respect others that use this service and keep in mind that any public post you make might show up in the public timelines of this and other instances that federate with queerparty use content warnings use nsfw tags dont be a jerk about it,English,be considerate respect others that use this service and keep in mind that any public post you make might show up in the public timelines of this and other instances that federate with queerparty use content warnings use nsfw tags dont be a jerk about it,informal,0.9820997714996338,Other,Other
47,47,87,queer.party,"Don't be (outwardly) horny.
NSFW isn't banned, but your profile (avatar, header, display name, bio, etc) must be completely safe, or they will be removed. Be courteous with content warnings and don't make them overly explicit.",dont be outwardly horny nsfw isnt banned but your profile avatar header display name bio etc must be completely safe or they will be removed be courteous with content warnings and dont make them overly explicit,English,dont be outwardly horny nsfw isnt banned but your profile avatar header display name bio etc must be completely safe or they will be removed be courteous with content warnings and dont make them overly explicit,informal,0.9950439929962158,Forum,Forum
48,48,88,queer.party,"No monopoly money.
You may not use this service to recruit victims to your bitcoin scam. No NFTs, no cryptocurrency peddling, no blockchains, no investment bullshit.",no monopoly money you may not use this service to recruit victims to your bitcoin scam no nfts no cryptocurrency peddling no blockchains no investment bullshit,English,no monopoly money you may not use this service to recruit victims to your bitcoin scam no nfts no cryptocurrency peddling no blockchains no investment bullshit,informal,0.997267484664917,Promotion,Promotion
49,49,89,queer.party,"No misinformation. COVID is real, putin is a warmonger, trump lost. Do not use queer.party to spread unverified or false information. If you are joking, use the ""misinformation"" content warning.",no misinformation covid is real putin is a warmonger trump lost do not use queerparty to spread unverified or false information if you are joking use the misinformation content warning,English,no misinformation covid is real putin is a warmonger trump lost do not use queerparty to spread unverified or false information if you are joking use the misinformation content warning,informal,0.9804184436798096,Other,Other
50,50,90,masto.pt,"Não são permitidos comentários ofensivos, relacionados ou não com qualquer forma de discriminação.",não são permitidos comentários ofensivos relacionados ou não com qualquer forma de discriminação,non-Englsih,offensive comments related to or not with any form of discrimination are not allowed,informal,0.907158374786377,Legal,Legal
51,51,91,masto.pt,Não é permitido incitação à violência ou promoção de ideologias violentas.,não é permitido incitação à violência ou promoção de ideologias violentas,non-Englsih,It is not allowed incitement to violence or promotion of violent ideologies,formal,0.9970940351486206,Legal,Legal
52,52,92,masto.pt,"Não é permitido assédio, “dogpiling” ou “doxxing”.",não é permitido assédio dogpiling ou doxxing,non-Englsih,Dogpiling or doxxing harassment is not allowed,formal,0.9250652194023132,Legal,Legal
53,53,93,masto.pt,Não é permitido qualquer conteúdo ilegal em Portugal.,não é permitido qualquer conteúdo ilegal em portugal,non-Englsih,No illegal content is allowed in Portugal,formal,0.9472084641456604,News,News
54,54,94,masto.pt,"Publicações com conteúdo sexual explícito ou que possa causar choque a terceiros tem de ser marcado como sensível.
",publicações com conteúdo sexual explícito ou que possa causar choque a terceiros tem de ser marcado como sensível,non-Englsih,publications with explicit sexual content or that may cause shock to third parties to be marked as sensitive,formal,0.9742360711097717,Legal,Legal
55,55,95,masto.pt,"Não é permitido publicar desinformação, pseudociência e outras teorias da conspiração como factos ou seguir utilizadores que são fontes desse conteúdo.",não é permitido publicar desinformação pseudociência e outras teorias da conspiração como factos ou seguir utilizadores que são fontes desse conteúdo,non-Englsih,It is not allowed to publish pseudoscience misinformation and other conspiracy theories as facts or follow users who are sources of this content,formal,0.9986525177955627,Legal,Legal
56,56,96,toot.aquilenet.fr,"Pas de propos offensants, oppressifs ou haineux ; ni de harcèlement.",pas de propos offensants oppressifs ou haineux ni de harcèlement,non-Englsih,No oppressive or hateful offensive remarks or harassment,formal,0.9144896268844604,Legal,Legal
57,57,97,toot.aquilenet.fr,"Les propos, écrits, idées d'extrême-droite prônant l'intolérance ne sont pas bienvenu⋅es. Il en va de même pour le confusionnisme.",les propos écrits idées dextrêmedroite prônant lintolérance ne sont pas bienvenues il en va de même pour le confusionnisme,non-Englsih,The remarks written ideas dextrêmete advocating lintolerance are not welcome it is the same for confusionism,formal,0.9979257583618164,Other,Other
58,58,98,toot.aquilenet.fr,"Pas de prosélytisme, sous quelque forme qu'il soit.",pas de prosélytisme sous quelque forme quil soit,non-Englsih,no proselytism in any form,informal,0.9924321174621582,Prose/Lyrical,Prose/Lyrical
59,59,99,toot.aquilenet.fr,Pas de publicité.,pas de publicité,non-Englsih,no advertising,informal,0.9948227405548096,Promotion,Promotion
60,60,100,toot.aquilenet.fr,Précisez explicitement si votre compte est parodique ou s'il s'agit d'un bot.,précisez explicitement si votre compte est parodique ou sil sagit dun bot,non-Englsih,Specify explicitly if your account is parodic or sagit dun boot,formal,0.7833568453788757,Forum,Forum
61,61,101,toot.aquilenet.fr,Le cross-posting automatisé est proscrit.,le crossposting automatisé est proscrit,non-Englsih,Automated crossposting is prohibited,formal,0.9822928309440613,Information/Explanation,Information/Explanation
62,62,102,toot.aquilenet.fr,Publications principalement en français ou anglais.,publications principalement en français ou anglais,non-Englsih,publications mainly in French or English,informal,0.9648393988609314,Information/Explanation,Information/Explanation
63,63,103,toot.aquilenet.fr,Privilégiez l'usage du CW pour les contenus pouvant choquer. Éditez vos posts en cas de demande de CW.,privilégiez lusage du cw pour les contenus pouvant choquer éditez vos posts en cas de demande de cw,non-Englsih,Favor CW for content for content that can shock publish your posts in the event of a CW request,formal,0.9985622763633728,Other,Other
64,64,104,toot.aquilenet.fr,Soyez sympa.,soyez sympa,non-Englsih,be nice,informal,0.9947863817214966,Forum,Forum
65,65,105,mastodon.nu,Sexually explicit or violent media must be marked as sensitive when posting.,sexually explicit or violent media must be marked as sensitive when posting,English,sexually explicit or violent media must be marked as sensitive when posting,formal,0.9112115502357483,Legal,Legal
66,66,106,mastodon.nu,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism.",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism,informal,0.9974828362464905,Information/Explanation,Information/Explanation
67,67,107,mastodon.nu,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies,informal,0.9676808714866638,Promotion,Promotion
68,68,108,mastodon.nu,"No harassment, dogpiling or doxxing of other users.",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users,informal,0.9965498447418213,Legal,Legal
69,69,109,mastodon.nu,No content illegal in Sweden.,no content illegal in sweden,non-Englsih,no content illegal in sweden,informal,0.9953327775001526,Legal,Legal
70,70,110,mastodon.nu,No advertisement without the explicit permission from the administrator.,no advertisement without the explicit permission from the administrator,English,no advertisement without the explicit permission from the administrator,informal,0.9449103474617004,Legal,Legal
71,71,111,mastodon.nu,No impersonation of other people or organisations.,no impersonation of other people or organisations,English,no impersonation of other people or organisations,informal,0.9915761351585388,Legal,Legal
72,72,112,mastodon.scot,"No discrimination, including (but not limited to) racism, sexism, homophobia or transphobia.",no discrimination including but not limited to racism sexism homophobia or transphobia,English,no discrimination including but not limited to racism sexism homophobia or transphobia,informal,0.9922243356704712,Legal,Legal
73,73,113,mastodon.scot,No explicit (NSFW) content without content warnings and/or sensitive media markers. Explicit content must not be used in user avatars or header images.,no explicit nsfw content without content warnings andor sensitive media markers explicit content must not be used in user avatars or header images,English,no explicit nsfw content without content warnings andor sensitive media markers explicit content must not be used in user avatars or header images,informal,0.9917570948600769,Legal,Legal
74,74,114,mastodon.scot,No harassment of other users on this or other servers.,no harassment of other users on this or other servers,English,no harassment of other users on this or other servers,informal,0.9958277344703674,Legal,Legal
75,75,115,mastodon.scot,"No content illegal in the following countries: United Kingdom, Germany",no content illegal in the following countries united kingdom germany,English,no content illegal in the following countries united kingdom germany,informal,0.9898414015769958,Legal,Legal
76,76,116,mastodon.scot,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies,informal,0.9676808714866638,Promotion,Promotion
77,77,117,mastodon.scot,No disinformation regarding public health issues or political/military campaigns.,no disinformation regarding public health issues or politicalmilitary campaigns,English,no disinformation regarding public health issues or politicalmilitary campaigns,informal,0.9719817638397217,Legal,Legal
78,78,118,mastodon.scot,"No spam. This includes commercial advertising, promotion of services, and SEO.",no spam this includes commercial advertising promotion of services and seo,English,no spam this includes commercial advertising promotion of services and seo,informal,0.9927918910980225,Promotion,Promotion
79,79,119,mastodon.scot,"No impersonation of other individuals, public figures or organisations, unless clearly marked as a parody.",no impersonation of other individuals public figures or organisations unless clearly marked as a parody,English,no impersonation of other individuals public figures or organisations unless clearly marked as a parody,formal,0.5557032823562622,Legal,Legal
80,80,120,mastodon.scot,"All automated (bot) accounts must enable the bot flag in their account preferences, respect #nobot markers, and post as unlisted unless making less than one post per hour.",all automated bot accounts must enable the bot flag in their account preferences respect nobot markers and post as unlisted unless making less than one post per hour,English,all automated bot accounts must enable the bot flag in their account preferences respect nobot markers and post as unlisted unless making less than one post per hour,formal,0.777513861656189,Instruction,Instruction
81,81,121,g0v.social,https://g0v.social/terms,httpsg0vsocialterms,non-Englsih,httpsg0vsocialterms,informal,0.7634450197219849,Forum,Forum
82,82,122,g0v.social,遵守參與守則 code of conduct https://g0v.hackmd.io/s/COC,遵守參與守則 code of conduct httpsg0vhackmdioscoc,English,遵守參與守則 code of conduct httpsg0vhackmdioscoc,informal,0.9846400022506714,Instruction,Instruction
83,83,123,g0v.social,"閱讀使用說明 

https://siaulian.wordpress.com/2021/01/14/mastodon-taiwan-user-guide/
",閱讀使用說明 httpssiaulianwordpresscom20210114mastodontaiwanuserguide,non-Englsih,Reading instructions HTTPSSIAUUUWORDPRESSCOM20210114MASTODAIWANUSERGUIDE,informal,0.9967442750930786,Instruction,Instruction
84,84,124,g0v.social,Taiwan is a country,taiwan is a country,English,taiwan is a country,informal,0.9956725835800171,Information/Explanation,Information/Explanation
85,85,125,g0v.social,"閱讀使用說明
https://www.notion.so/peilun/Mastodon-9257c3e1cd3f42ae9902d6fc9cda6320",閱讀使用說明 httpswwwnotionsopeilunmastodon9257c3e1cd3f42ae9902d6fc9cda6320,non-Englsih,Reading instructions HTTPSWWWNOTIONSOPEILUNMASTODODON9257C3E1CD3F42AE9902D6FC9CDA6320,informal,0.9682084918022156,Instruction,Instruction
86,86,126,g0v.social,"多說做了什麼，少說看了什麼

Say what you did, not what you saw",多說做了什麼少說看了什麼 say what you did not what you saw,English,多說做了什麼少說看了什麼 say what you did not what you saw,informal,0.9959033131599426,Prose/Lyrical,Prose/Lyrical
87,87,127,mastodon.art,No posting other artist's work without credit AND analysis/opinion .,no posting other artists work without credit and analysisopinion,English,no posting other artists work without credit and analysisopinion,informal,0.9972259402275085,Other,Other
88,88,128,mastodon.art,Respect other users' boundaries. ,respect other users boundaries,English,respect other users boundaries,informal,0.9959608912467957,Legal,Legal
89,89,129,mastodon.art,"Tag sensitive content such as violence/blood, graphic nudity, lewd content, and other potentially upsetting or triggering topics, AND hide them under a Content Warning (CW). ",tag sensitive content such as violenceblood graphic nudity lewd content and other potentially upsetting or triggering topics and hide them under a content warning cw,English,tag sensitive content such as violenceblood graphic nudity lewd content and other potentially upsetting or triggering topics and hide them under a content warning cw,informal,0.9191579818725586,Other,Other
90,90,130,mastodon.art,"No trolling, microaggressions, bullying, or harassment. See the Code of Conduct for the full list.",no trolling microaggressions bullying or harassment see the code of conduct for the full list,English,no trolling microaggressions bullying or harassment see the code of conduct for the full list,informal,0.9962933659553528,Promotion,Promotion
91,91,131,mastodon.art,"No unapproved bots, corporate advertising, or spam (this does *not* mean your shop links and commission pages! Please share those often!).",no unapproved bots corporate advertising or spam this does not mean your shop links and commission pages please share those often,English,no unapproved bots corporate advertising or spam this does not mean your shop links and commission pages please share those often,informal,0.99276202917099,Promotion,Promotion
92,92,132,mastodon.art,"No racism, sexism, discrimination against gender and sexual minorities, ableism, fatmisia, xenophobia and/or violent nationalism, or the advocation of all of the above.",no racism sexism discrimination against gender and sexual minorities ableism fatmisia xenophobia andor violent nationalism or the advocation of all of the above,English,no racism sexism discrimination against gender and sexual minorities ableism fatmisia xenophobia andor violent nationalism or the advocation of all of the above,informal,0.9907510876655579,Other,Other
93,93,133,mastodon.art,"No content that includes sexual depictions of minors (this includes loli), content illegal in Germany and/or France, such as holocaust denial or Nazi symbolism, conduct promoting the ideology of National Socialism.",no content that includes sexual depictions of minors this includes loli content illegal in germany andor france such as holocaust denial or nazi symbolism conduct promoting the ideology of national socialism,English,no content that includes sexual depictions of minors this includes loli content illegal in germany andor france such as holocaust denial or nazi symbolism conduct promoting the ideology of national socialism,formal,0.7960019707679749,Legal,Legal
